,Frame,Target_x,Target_y,H_x,H_y,H_o,F1_x,F1_y,F1_o,F2_x,F2_y,F2_o,F3_x,F3_y,F3_o,T_x,T_y,T_o
347,348,214,199,318,256,149,407,224,-168,481,183,-155,568,161,-168,651,199,148
348,349,214,199,316,255,149,407,224,-170,481,184,-157,566,161,-168,649,198,147
349,350,214,199,316,254,151,406,225,-172,481,183,-159,565,162,-169,649,198,150
350,351,214,199,314,254,149,404,225,-171,481,184,-160,564,162,-168,647,197,149
351,352,214,199,313,253,150,403,225,-171,480,184,-160,562,162,-168,645,196,150
352,353,214,199,312,253,149,402,226,-173,480,184,-161,561,162,-168,645,195,152
353,354,214,199,311,252,150,401,226,-172,480,184,-163,562,163,-169,642,195,150
354,355,214,199,309,251,150,400,226,-169,481,184,-164,561,162,-169,643,194,155
355,356,214,199,309,250,151,399,226,-170,480,185,-165,562,162,-169,641,193,152
356,357,214,199,307,249,151,398,227,-169,481,184,-167,561,162,-170,640,193,154
357,358,214,199,306,249,150,396,227,-168,480,184,-168,561,162,-172,640,193,154
358,359,214,199,305,248,150,395,227,-168,480,185,-169,562,162,-171,640,193,154
359,360,214,199,304,247,151,392,228,-168,480,184,-170,561,162,-174,640,193,155
360,361,214,199,303,247,150,392,228,-168,479,184,-170,562,162,-174,640,193,155
361,362,214,199,301,246,151,391,228,-167,478,185,-169,561,162,-174,640,193,156
362,363,214,199,300,246,150,390,229,-168,477,185,-171,561,162,-174,640,194,157
363,364,214,199,299,245,150,388,229,-167,475,185,-169,562,163,-176,641,193,158
364,365,214,199,298,245,150,388,229,-168,474,185,-166,562,163,-176,640,192,160
365,366,214,199,296,244,149,389,229,-167,472,185,-166,562,162,-177,640,193,162
366,367,214,199,296,243,151,388,229,-168,472,186,-166,561,163,180,640,193,161
367,368,214,199,294,242,150,387,229,-167,470,186,-164,560,163,177,640,193,162
368,369,214,199,293,241,152,385,229,-166,468,187,-162,562,162,178,640,192,164
369,370,214,199,292,241,149,384,230,-170,467,187,-162,560,163,177,640,192,164
370,371,214,199,290,240,150,382,231,-169,466,187,-160,561,163,176,640,193,165
371,372,214,199,290,240,150,382,231,-169,466,186,-159,561,163,176,640,192,164
372,373,214,199,288,239,150,381,231,-170,464,187,-158,560,163,176,640,192,166
373,374,214,199,287,238,152,379,232,-172,462,188,-156,559,163,176,640,192,168
374,375,214,199,285,238,149,377,233,-173,460,189,-155,556,162,178,640,193,169
375,376,214,199,285,237,151,376,233,-173,459,189,-154,556,162,180,640,193,169
376,377,214,199,283,236,151,375,233,-173,458,189,-152,554,162,-178,640,192,170
377,378,214,199,282,236,151,374,232,-174,456,190,-150,553,161,-175,640,192,171
378,379,214,199,280,235,151,372,232,-174,455,191,-150,552,162,-172,640,192,174
379,380,214,199,280,234,152,372,233,-174,454,191,-150,550,162,-175,640,193,172
380,381,214,199,277,234,150,370,233,-175,453,192,-151,548,162,-173,640,192,174
381,382,214,199,276,233,150,368,234,-176,451,193,-151,547,161,-170,640,192,176
382,383,214,199,276,232,151,367,234,-176,450,193,-150,546,161,-170,640,192,177
383,384,214,199,274,232,151,366,234,-176,449,194,-150,544,162,-169,640,192,177
384,385,214,199,274,231,152,365,234,-177,449,194,-152,543,162,-168,640,192,177
385,386,214,199,273,230,152,363,234,-177,447,195,-151,542,162,-167,638,192,177
386,387,214,199,272,230,152,363,234,-177,446,195,-152,541,162,-167,637,192,177
387,388,214,199,270,229,152,360,235,180,445,196,-150,540,162,-164,636,192,176
388,389,214,199,269,229,151,359,235,177,443,196,-152,538,163,-164,634,192,174
389,390,214,199,268,228,152,358,234,178,442,197,-151,537,163,-165,633,192,174
390,391,214,199,266,227,152,356,235,177,441,197,-151,536,163,-163,631,192,172
391,392,214,199,265,227,151,355,235,177,441,198,-153,535,163,-163,631,192,172
392,393,214,199,264,226,152,353,235,176,438,199,-152,533,163,-163,629,192,170
393,394,214,199,263,226,152,353,235,177,438,199,-152,532,164,-162,628,192,169
394,395,214,199,262,225,152,352,235,176,436,200,-154,530,164,-164,626,191,167
395,396,214,199,261,224,152,351,235,174,436,200,-153,530,165,-162,626,190,168
396,397,214,199,260,224,152,350,235,174,434,201,-154,528,165,-162,624,190,167
397,398,214,199,258,223,152,348,235,174,434,201,-154,526,165,-161,622,190,164
398,399,48,328,256,223,151,347,235,176,432,202,-155,525,166,-162,621,190,165
399,400,48,328,255,222,151,345,235,174,430,203,-155,523,166,-161,619,189,164
400,401,48,328,253,221,151,343,235,174,429,203,-156,522,166,-161,617,189,163
401,402,48,328,253,220,152,342,235,174,428,204,-155,521,166,-160,616,188,164
402,403,48,328,251,220,150,341,235,174,426,204,-155,519,166,-159,615,188,163
403,404,48,328,251,219,152,340,235,174,426,205,-156,518,167,-161,614,188,164
404,405,48,328,249,219,155,338,235,174,426,205,-156,516,167,-160,612,188,162
405,406,48,328,249,219,158,337,235,174,423,206,-156,515,167,-159,612,187,162
406,407,48,328,247,217,164,336,235,174,421,206,-155,514,168,-160,610,186,163
407,408,48,328,246,217,166,335,234,175,421,207,-156,513,168,-160,609,186,164
408,409,48,328,245,217,172,334,235,176,421,207,-156,511,169,-161,607,186,164
409,410,48,328,244,217,176,333,235,174,419,208,-156,510,169,-159,607,186,165
410,411,48,328,243,216,-178,331,234,175,417,208,-156,509,169,-160,605,185,164
411,412,48,328,241,217,-172,329,234,175,415,209,-156,507,170,-160,603,185,165
412,413,48,328,240,216,-170,328,234,175,415,209,-159,507,170,-159,602,184,164
413,414,48,328,239,216,-166,327,235,174,414,209,-159,505,171,-159,601,184,165
414,415,48,328,238,216,-164,326,234,175,414,209,-159,504,171,-158,600,184,166
415,416,48,328,236,217,-160,324,234,174,412,210,-157,503,172,-159,598,184,165
416,417,48,328,236,217,-157,324,234,174,412,210,-157,502,172,-158,597,183,166
417,418,48,328,234,218,-156,324,234,174,412,210,-159,500,172,-156,595,183,166
418,419,48,328,233,217,-155,324,234,175,412,210,-158,499,173,-158,595,182,168
419,420,48,328,232,219,-153,323,234,174,412,210,-159,497,173,-158,593,182,168
420,421,48,328,230,219,-152,323,234,175,412,210,-159,496,174,-158,592,182,169
421,422,48,328,230,219,-152,323,234,175,411,210,-159,496,174,-158,591,182,169
422,423,48,328,228,220,-151,324,234,177,409,212,-162,494,174,-156,589,182,169
423,424,48,328,228,220,-151,323,235,176,408,212,-162,493,175,-156,588,181,170
424,425,48,328,226,221,-151,323,234,177,407,212,-163,492,175,-157,587,181,170
425,426,48,328,224,222,-151,321,234,178,405,212,-163,490,176,-158,585,180,171
426,427,48,328,224,222,-151,320,234,178,404,212,-163,489,176,-158,584,180,171
427,428,48,328,222,223,-151,318,234,177,403,213,-164,487,177,-159,582,180,171
428,429,48,328,221,224,-151,317,234,177,403,213,-164,486,177,-159,581,180,174
429,430,48,328,219,225,-152,316,235,176,403,213,-164,485,178,-158,580,180,174
430,431,48,328,219,225,-152,315,234,175,402,213,-164,484,178,-158,578,179,175
431,432,48,328,218,225,-151,313,234,175,402,214,-165,483,178,-155,577,179,175
432,433,48,328,216,226,-152,312,235,172,402,213,-167,481,179,-158,575,179,175
433,434,48,328,215,227,-152,311,234,175,402,213,-166,479,179,-158,574,179,175
434,435,48,328,214,228,-154,309,234,174,402,213,-168,479,179,-155,572,179,176
435,436,48,328,213,228,-152,308,234,174,402,214,-169,478,180,-158,572,179,177
436,437,48,328,212,229,-154,306,234,171,401,213,-170,477,180,-158,570,179,177
437,438,48,328,210,230,-154,305,234,171,399,214,-171,477,180,-160,569,178,178
438,439,48,328,209,231,-155,304,234,174,398,214,-171,477,180,-160,567,178,178
439,440,48,328,208,231,-154,303,234,172,398,214,-171,477,180,-161,566,178,178
440,441,48,328,207,231,-153,302,234,172,396,214,-171,477,180,-161,564,179,180
441,442,48,328,206,232,-156,301,234,172,395,214,-171,477,181,-162,563,178,178
442,443,48,328,204,232,-155,299,234,172,393,214,-170,477,180,-163,562,179,180
443,444,48,328,204,233,-156,298,234,172,393,214,-170,478,180,-163,561,179,180
444,445,48,328,202,233,-155,297,234,172,391,215,-171,477,180,-163,559,178,-178
445,446,48,328,202,234,-155,296,233,174,390,215,-171,477,181,-166,559,179,180
446,447,48,328,201,234,-158,293,234,173,389,215,-171,477,181,-168,559,178,-177
447,448,48,328,199,235,-156,293,233,174,387,215,-170,478,180,-167,559,178,-177
448,449,48,328,198,236,-156,292,233,174,386,215,-170,477,181,-169,559,178,-177
449,450,48,328,196,236,-155,290,233,174,384,216,-169,475,180,-166,559,179,-176
450,451,48,328,194,237,-154,288,233,174,383,216,-169,474,181,-170,559,179,-176
451,452,48,328,194,237,-155,287,233,174,382,216,-169,472,181,-170,558,179,-176
452,453,48,328,192,238,-154,285,233,174,380,216,-168,471,181,-170,558,179,-176
453,454,48,328,191,239,-154,283,233,176,379,216,-168,469,181,-167,559,179,-176
454,455,48,328,190,239,-152,283,233,176,378,217,-169,468,182,-169,558,179,-176
455,456,48,328,189,240,-152,281,233,176,376,217,-168,467,181,-166,559,179,-176
456,457,48,328,188,240,-151,281,233,177,376,217,-168,466,182,-168,559,179,-176
457,458,48,328,187,241,-150,279,233,175,374,217,-166,465,182,-167,558,179,-176
458,459,48,328,185,242,-149,277,233,177,372,217,-166,463,182,-166,558,178,-177
459,460,48,328,184,242,-149,277,233,178,371,217,-166,462,183,-165,558,178,-177
460,461,48,328,183,243,-149,274,233,178,370,218,-168,461,183,-164,557,178,-177
461,462,48,328,181,244,-149,272,233,178,368,218,-168,459,183,-164,555,179,180
462,463,48,328,181,244,-151,273,233,178,367,218,-166,458,183,-163,555,179,180
463,464,48,328,179,245,-149,270,233,178,366,218,-167,456,184,-162,553,179,180
464,465,48,328,179,245,-151,270,233,178,365,219,-168,455,184,-162,552,179,180
465,466,48,328,177,246,-151,268,233,178,364,219,-168,454,184,-160,550,179,180
466,467,48,328,176,247,-149,267,234,180,363,219,-168,453,184,-161,549,179,180
467,468,48,328,175,247,-151,266,234,180,361,219,-168,452,184,-159,547,178,178
468,469,48,328,174,248,-151,264,233,-177,359,220,-169,450,185,-160,546,179,177
469,470,48,328,172,249,-150,263,234,-178,359,220,-168,449,185,-160,545,179,177
470,471,48,328,171,249,-150,261,234,-178,357,220,-168,447,185,-159,543,179,177
471,472,48,328,171,250,-151,261,234,-177,356,220,-168,446,186,-160,542,179,177
472,473,48,328,169,251,-152,259,234,-177,355,221,-169,445,186,-160,541,179,177
473,474,48,328,168,251,-151,258,234,-177,354,221,-169,445,186,-159,540,179,177
474,475,48,328,167,251,-150,256,235,-176,352,221,-169,442,187,-159,538,178,178
475,476,48,328,166,252,-152,256,234,-175,351,221,-169,441,187,-159,537,178,178
476,477,48,328,165,253,-152,255,234,-174,350,222,-169,440,188,-158,535,179,180
477,478,48,328,163,254,-152,252,235,-175,348,221,-170,439,188,-159,534,179,-178
478,479,48,328,163,254,-152,252,235,-174,347,222,-169,437,189,-159,533,179,-178
479,480,48,328,162,255,-153,250,235,-174,345,222,-169,436,189,-159,531,178,-177
480,481,48,328,160,255,-153,249,235,-174,345,222,-169,436,189,-159,530,178,-177
481,482,48,328,159,256,-152,247,235,-174,343,222,-170,433,190,-160,528,179,-178
482,483,48,328,158,257,-155,247,236,-173,342,222,-170,433,190,-159,528,178,-177
483,484,48,328,157,257,-155,245,236,-171,341,222,-170,432,190,-159,526,179,-176
484,485,48,328,156,257,-155,244,237,-173,340,222,-170,430,191,-160,525,179,-176
485,486,48,328,154,258,-155,243,237,-173,338,223,-171,428,191,-159,523,179,-176
486,487,48,328,153,259,-156,242,237,-174,337,223,-171,427,192,-160,521,179,-176
487,488,48,328,152,259,-155,241,237,-173,336,223,-170,426,192,-160,521,179,-175
488,489,48,328,151,260,-156,240,237,-175,334,223,-170,424,192,-159,518,179,-175
489,490,48,328,150,260,-152,240,237,-174,333,223,-170,424,193,-160,518,179,-175
490,491,48,328,148,261,-152,238,237,-175,332,223,-170,422,193,-159,516,179,-173
491,492,48,328,147,261,-151,236,238,-176,330,224,-171,420,194,-161,514,179,-175
492,493,48,328,147,262,-152,236,238,-175,329,223,-170,420,194,-160,513,179,-173
493,494,48,328,145,262,-150,234,238,-174,327,224,-170,418,194,-159,512,179,-174
494,495,48,328,142,264,-148,231,239,-175,324,224,-170,414,196,-161,508,180,-172
495,496,48,328,140,265,-150,228,239,-173,321,225,-169,413,196,-160,506,180,-171
496,497,48,328,139,266,-151,226,239,-174,320,225,-169,411,197,-160,504,181,-172
497,498,48,328,137,267,-152,224,240,-173,318,225,-170,409,197,-161,502,181,-172
498,499,48,328,137,267,-151,223,240,-172,317,225,-170,409,198,-161,501,181,-172
499,500,48,328,135,268,-152,222,240,-170,315,226,-169,407,198,-160,500,181,-171
500,501,48,328,134,269,-152,221,240,-170,315,226,-169,406,199,-162,499,181,-171
501,502,48,328,133,270,-154,219,241,-169,313,226,-169,405,199,-161,497,181,-170
502,503,48,328,131,271,-155,218,241,-168,311,226,-170,402,199,-160,495,182,-171
503,504,48,328,131,271,-154,217,242,-169,310,226,-170,402,200,-162,495,182,-171
504,505,48,328,130,271,-156,216,242,-168,309,226,-170,400,200,-162,493,182,-171
505,506,48,328,128,272,-156,213,243,-169,307,226,-170,398,200,-163,491,182,-170
506,507,48,328,127,272,-155,213,242,-167,306,226,-170,398,201,-161,491,182,-170
507,508,48,328,126,273,-156,212,243,-166,305,227,-171,396,201,-162,489,183,-171
508,509,48,328,125,274,-156,211,243,-166,304,227,-171,395,201,-163,488,183,-171
509,510,48,328,124,274,-156,209,243,-166,302,227,-170,394,202,-161,486,183,-170
510,511,48,328,123,274,-159,207,244,-167,301,227,-170,392,202,-162,484,183,-170
511,512,48,328,121,275,-158,206,245,-166,299,227,-170,390,202,-163,483,184,-169
512,513,48,328,119,276,-156,203,245,-167,297,228,-169,388,202,-163,481,184,-169
513,514,48,328,118,277,-156,202,245,-167,296,228,-170,387,203,-163,479,184,-170
514,515,48,328,117,277,-156,202,245,-167,295,228,-169,386,203,-163,478,185,-169
515,516,48,328,116,277,-156,200,246,-168,293,228,-170,385,203,-162,477,185,-169
516,517,48,328,113,278,-152,198,247,-169,292,229,-169,383,204,-164,476,185,-168
517,518,48,328,113,279,-154,198,247,-169,291,229,-169,383,204,-161,474,185,-168
518,519,48,328,111,279,-152,198,247,-169,289,229,-168,380,204,-163,472,186,-169
519,520,48,328,111,279,-150,197,247,-170,288,229,-168,379,205,-164,472,186,-169
520,521,48,328,110,280,-148,196,247,-170,287,229,-168,378,205,-164,470,186,-169
521,522,48,328,108,281,-148,196,247,-170,285,229,-167,376,206,-164,468,186,-170
522,523,48,328,107,282,-148,196,247,-171,284,229,-166,375,206,-164,467,187,-169
523,524,48,328,106,283,-146,196,248,-173,282,229,-166,374,207,-165,466,187,-169
524,525,48,328,105,283,-146,196,248,-173,282,230,-168,373,207,-165,465,187,-169
525,526,48,328,104,284,-146,194,248,-173,280,230,-166,371,207,-165,463,187,-170
526,527,48,328,103,285,-148,193,248,-170,278,230,-166,369,207,-164,461,187,-170
527,528,48,328,101,285,-147,192,248,-170,278,230,-166,369,207,-164,461,188,-169
528,529,48,328,100,286,-148,190,249,-169,278,231,-168,367,208,-166,459,188,-170
529,530,48,328,99,287,-149,188,249,-168,278,231,-168,365,208,-164,457,188,-170
530,531,48,328,98,288,-149,187,249,-167,277,231,-169,363,208,-164,456,188,-170
531,532,48,328,97,288,-148,187,249,-167,277,231,-169,363,209,-166,455,188,-170
532,533,48,328,96,290,-150,185,250,-164,277,231,-170,361,209,-165,453,189,-171
533,534,48,328,95,290,-150,183,251,-166,278,231,-170,360,209,-165,453,189,-170
534,535,48,328,94,291,-150,182,251,-165,277,231,-171,358,209,-164,451,189,-170
535,536,48,328,92,291,-151,181,252,-162,277,231,-174,357,209,-164,449,189,-170
536,537,48,328,91,292,-150,180,252,-162,277,231,-174,357,210,-166,448,190,-171
537,538,48,328,91,292,-151,179,252,-162,277,231,-175,357,210,-166,447,190,-170
538,539,48,328,90,293,-152,178,253,-162,275,232,-176,356,209,-167,445,190,-169
539,540,48,328,88,294,-152,176,253,-161,274,232,-176,356,210,-168,444,191,-168
540,541,48,328,87,294,-152,175,254,-159,272,232,-176,356,210,-168,443,191,-169
541,542,32,28,85,295,-154,174,254,-161,271,231,-174,356,210,-168,441,191,-169
542,543,32,28,84,296,-154,172,255,-160,269,231,-174,356,210,-169,439,191,-167
543,544,32,28,83,296,-156,172,255,-160,269,231,-174,356,210,-169,438,191,-167
544,545,32,28,81,298,-158,170,256,-161,267,232,-172,356,210,-171,438,192,-169
545,546,32,28,80,297,-160,169,257,-159,265,232,-172,356,210,-172,438,192,-169
546,547,32,28,80,298,-160,168,257,-158,264,232,-171,356,210,-172,438,192,-169
547,548,32,28,78,298,-160,166,258,-158,263,232,-171,356,210,-173,438,192,-169
548,549,32,28,77,299,-162,166,258,-158,262,232,-170,356,210,-175,438,192,-169
549,550,32,28,77,299,-168,164,259,-158,260,232,-170,357,210,-175,438,191,-170
550,551,32,28,76,300,-176,162,258,-156,258,232,-168,356,210,-176,438,192,-171
551,552,32,28,74,300,174,161,260,-159,257,232,-166,355,210,-177,437,192,-171
552,553,32,28,74,300,170,160,261,-158,256,233,-168,354,210,-176,437,192,-172
553,554,32,28,71,301,158,158,261,-158,254,233,-165,353,210,-176,437,191,-174
554,555,32,28,70,300,151,157,262,-159,253,233,-166,351,210,-175,438,192,-174
555,556,32,28,70,299,147,157,262,-158,252,234,-165,350,210,-175,438,192,-175
556,557,32,28,68,299,139,156,263,-158,250,234,-165,348,210,-175,437,192,-176
557,558,32,28,67,298,135,154,263,-158,250,234,-166,347,210,-174,437,192,-176
558,559,32,28,66,297,127,153,264,-158,248,234,-164,346,210,-172,438,192,-178
559,560,32,28,64,296,118,151,265,-159,246,234,-163,343,210,-171,438,192,-178
560,561,32,28,64,294,116,151,265,-158,245,235,-164,343,210,-171,438,192,-178
561,562,32,28,63,293,109,149,266,-158,244,235,-164,341,210,-170,438,192,178
562,563,32,28,62,292,103,148,267,-159,242,235,-163,339,210,-170,438,192,177
563,564,32,28,62,291,100,147,267,-159,241,235,-163,339,210,-168,438,192,177
564,565,32,28,61,289,98,146,267,-160,240,236,-163,337,211,-169,437,192,177
565,566,32,28,61,289,95,144,268,-159,239,236,-163,337,211,-168,436,192,176
566,567,32,28,60,287,94,143,268,-160,237,237,-162,335,211,-168,435,192,175
567,568,32,28,60,285,91,142,269,-161,236,237,-161,333,211,-168,433,192,176
568,569,32,28,60,284,91,141,269,-160,235,237,-161,332,211,-168,432,192,177
569,570,32,28,60,283,90,141,269,-161,233,238,-162,330,212,-168,431,192,180
570,571,32,28,60,281,88,141,269,-161,231,238,-160,329,212,-168,429,192,180
571,572,32,28,59,280,87,140,269,-161,231,238,-160,328,212,-168,428,192,180
572,573,32,28,60,278,88,141,269,-163,229,239,-160,326,212,-165,426,192,-178
573,574,32,28,60,277,88,141,269,-163,228,239,-160,325,212,-166,425,191,-177
574,575,32,28,60,275,90,141,269,-165,227,239,-159,324,212,-166,423,192,-176
575,576,32,28,60,274,92,141,270,-166,225,240,-160,322,213,-168,422,191,-174
576,577,32,28,59,273,91,141,270,-166,224,240,-160,321,213,-167,421,192,-175
577,578,32,28,60,272,92,141,269,-167,222,241,-160,320,213,-167,419,192,-172
578,579,32,28,60,270,93,141,269,-167,222,241,-160,319,213,-167,418,192,-171
579,580,32,28,60,269,93,141,269,-168,221,242,-162,317,213,-164,417,192,-171
580,581,32,28,60,269,93,141,269,-168,221,242,-162,316,214,-165,416,192,-170
581,582,32,28,59,267,92,141,269,-170,221,242,-162,314,214,-165,414,193,-169
582,583,32,28,59,266,93,141,269,-170,221,242,-162,313,215,-165,413,193,-168
583,584,32,28,59,264,94,141,270,-173,221,242,-162,312,215,-165,412,193,-168
584,585,32,28,59,264,94,141,270,-173,221,242,-162,311,214,-163,411,194,-169
585,586,32,28,59,262,94,141,270,-173,221,241,-163,309,215,-164,409,194,-168
586,587,32,28,59,261,96,141,269,-174,221,242,-164,308,215,-164,408,194,-167
587,588,32,28,58,260,94,142,269,-174,221,242,-166,307,216,-165,407,194,-167
588,589,32,28,58,259,94,141,270,-176,221,241,-167,306,216,-165,406,194,-167
589,590,32,28,59,257,97,142,270,-176,221,242,-168,305,216,-165,405,194,-166
590,591,32,28,58,256,95,141,269,-177,221,242,-168,303,216,-164,403,194,-166
591,592,32,28,59,255,97,141,269,-177,221,242,-169,303,216,-164,403,195,-167
592,593,32,28,58,255,95,141,269,-177,221,242,-170,302,216,-164,402,195,-166
593,594,32,28,58,253,95,141,270,180,221,242,-171,301,217,-164,401,195,-166
594,595,32,28,58,252,96,141,269,178,220,242,-171,301,217,-165,399,195,-166
595,596,32,28,58,251,97,141,269,178,220,242,-174,301,217,-165,399,196,-167
596,597,32,28,58,250,97,141,269,178,221,242,-175,301,217,-165,397,196,-167
597,598,32,28,58,248,97,141,270,177,220,242,-175,301,217,-165,396,196,-167
598,599,32,28,57,248,95,141,270,176,220,243,-176,301,216,-164,395,197,-167
599,600,32,28,56,247,94,141,270,174,220,242,-178,301,217,-168,394,197,-167
600,601,32,28,56,246,94,141,270,174,220,242,-178,301,217,-168,393,197,-167
601,602,32,28,56,245,94,141,270,174,220,243,180,300,217,-167,392,197,-167
602,603,32,28,56,244,94,141,270,174,220,242,178,301,217,-169,390,198,-167
603,604,32,28,57,242,97,141,270,174,220,242,177,301,217,-169,389,198,-167
604,605,32,28,56,242,95,141,270,174,220,242,177,300,217,-171,389,198,-167
605,606,32,28,55,240,94,141,270,174,219,242,175,300,217,-171,387,199,-169
606,607,32,28,56,238,97,141,270,174,220,242,175,300,217,-171,386,199,-167
607,608,32,28,56,238,95,141,270,174,220,242,174,300,217,-174,385,199,-167
608,609,32,28,56,236,97,140,270,174,219,243,172,301,217,-174,384,199,-167
609,610,32,28,56,236,97,141,270,176,219,243,172,300,217,-174,384,199,-167
610,611,32,28,56,234,97,141,270,176,219,242,171,300,217,-174,384,199,-167
611,612,32,28,55,233,95,141,270,176,219,242,171,301,218,-176,384,199,-167
612,613,32,28,55,232,98,140,270,177,219,242,171,301,217,-175,383,200,-169
613,614,32,28,55,231,95,139,270,176,219,242,171,301,218,-176,383,200,-169
614,615,32,28,54,230,94,137,270,174,219,242,171,301,217,-177,383,200,-169
615,616,32,28,55,229,97,136,270,173,219,242,171,300,218,180,383,199,-170
616,617,32,28,55,228,97,135,270,173,219,243,172,300,218,180,383,199,-170
617,618,32,28,54,227,95,134,270,169,219,242,174,300,217,178,383,199,-170
618,619,32,28,54,225,95,133,269,168,218,243,174,300,217,178,383,199,-170
619,620,32,28,54,225,97,132,269,168,218,242,175,300,218,176,383,200,-171
620,621,32,28,54,223,97,131,269,164,219,243,176,301,218,177,383,200,-172
621,622,32,28,54,222,97,130,269,164,218,242,177,300,217,178,383,200,-174
622,623,32,28,54,221,97,129,269,161,218,242,177,301,218,176,383,199,-174
623,624,32,28,53,220,95,128,269,160,218,242,-178,300,218,176,383,200,-175
624,625,32,28,53,219,95,126,269,158,218,242,-178,301,217,178,383,200,-175
625,626,32,28,53,219,95,126,269,159,218,242,-178,301,217,178,383,200,-176
626,627,32,28,53,217,95,126,269,158,217,242,-178,301,217,178,383,200,-176
627,628,32,28,52,216,95,126,269,158,217,242,-177,300,217,178,383,200,-178
628,629,32,28,53,215,97,126,269,159,215,242,-176,300,217,178,383,200,-178
629,630,32,28,53,214,97,126,269,159,215,242,-175,300,217,178,383,200,180
630,631,32,28,52,213,95,126,269,159,213,242,-174,300,217,-178,384,200,178
631,632,32,28,52,211,97,126,269,159,213,242,-172,301,217,-178,383,200,178
632,633,32,28,52,210,97,125,268,160,211,242,-171,300,218,180,383,200,177
633,634,32,28,52,209,97,124,268,160,210,242,-170,300,218,180,384,200,175
634,635,32,28,51,207,95,123,268,159,209,242,-168,301,218,-176,384,200,175
635,636,32,28,52,206,97,123,268,159,208,242,-167,301,218,-176,383,201,173
636,637,32,28,52,205,97,121,267,156,207,242,-166,300,218,-176,383,201,173
637,638,32,28,51,205,98,120,267,155,206,243,-165,299,218,-176,383,201,173
638,639,32,28,51,204,95,119,266,154,204,243,-164,297,217,-174,384,200,175
639,640,32,28,51,202,97,117,266,152,203,243,-164,297,217,-174,384,201,172
640,641,32,28,51,202,97,116,266,150,203,243,-164,296,217,-174,384,201,172
641,642,32,28,51,200,97,115,265,148,203,243,-164,294,217,-171,384,200,175
642,643,32,28,50,199,95,114,265,146,202,243,-164,293,217,-170,384,200,174
643,644,32,28,50,197,97,113,264,146,203,244,-165,292,217,-170,384,200,175
644,645,32,28,50,196,98,112,264,142,202,243,-166,291,217,-168,384,200,177
645,646,32,28,50,196,97,111,263,142,202,243,-166,290,218,-169,383,200,175
646,647,32,28,50,194,97,109,262,141,202,243,-167,288,218,-168,384,200,177
647,648,32,28,49,193,95,109,262,137,202,243,-166,287,218,-167,383,200,177
648,649,32,28,50,192,97,109,261,139,202,244,-169,286,218,-166,383,200,178
649,650,32,28,49,191,97,107,260,137,202,243,-170,285,219,-165,383,200,180
650,651,32,28,49,190,97,106,260,135,201,244,-171,284,219,-165,382,200,180
651,652,32,28,49,189,97,105,259,135,200,244,-171,283,219,-165,381,200,180
652,653,32,28,49,187,97,104,258,133,199,245,-172,282,219,-164,379,200,-178
653,654,32,28,48,187,95,103,258,133,198,245,-172,281,219,-162,378,200,-176
654,655,32,28,48,186,95,103,257,135,197,245,-172,281,219,-163,377,200,-175
655,656,32,28,48,184,97,101,256,135,196,245,-172,281,219,-164,376,200,-174
656,657,32,28,48,183,97,101,255,135,194,244,-174,281,219,-164,375,200,-174
657,658,32,28,48,182,97,101,255,135,193,245,-173,280,219,-164,373,200,-171
658,659,32,28,48,181,97,101,255,135,193,245,-174,280,219,-164,372,200,-171
659,660,32,28,47,180,95,101,255,135,192,245,-172,280,219,-164,371,200,-170
660,661,32,28,47,178,98,101,255,137,190,245,-172,280,220,-165,369,201,-169
661,662,32,28,47,177,98,101,255,137,189,245,-172,280,219,-167,369,201,-169
662,663,32,28,47,177,97,101,255,137,188,245,-174,280,219,-167,368,201,-167
663,664,32,28,47,176,97,101,255,138,188,245,-174,280,219,-166,367,202,-169
664,665,32,28,47,174,97,101,255,138,186,245,-174,280,219,-168,365,201,-166
665,666,32,28,46,174,98,100,254,140,185,245,-174,280,220,-169,364,201,-166
666,667,32,28,46,173,95,99,254,139,184,245,-174,279,220,-169,363,202,-167
667,668,32,28,46,171,97,98,254,138,183,246,-172,277,220,-169,361,202,-166
668,669,32,28,46,170,97,98,253,137,182,246,-172,276,220,-169,360,202,-166
669,670,32,28,46,169,97,98,253,138,180,245,-174,275,220,-169,360,202,-166
670,671,32,28,45,168,95,95,252,134,180,245,-174,273,220,-170,359,202,-166
671,672,32,28,45,167,97,95,251,134,181,245,-174,273,220,-169,360,202,-166
672,673,32,28,45,166,97,95,251,133,180,245,-174,272,221,-169,360,203,-167
673,674,32,28,45,164,98,93,250,132,181,246,-175,270,220,-168,359,203,-168
674,675,32,28,45,163,97,92,249,130,181,246,-175,269,220,-168,359,203,-168
675,676,32,28,44,161,98,91,248,129,181,246,-176,267,221,-168,359,203,-169
676,677,32,28,45,161,97,91,247,129,181,246,-176,266,221,-168,359,203,-169
677,678,32,28,44,160,98,90,247,126,181,246,-177,265,221,-168,359,203,-169
678,679,32,28,44,159,97,88,246,125,180,246,-178,264,221,-168,359,203,-171
679,680,32,28,44,158,97,88,245,125,180,246,178,263,221,-168,360,203,-171
680,681,32,28,44,157,97,88,245,123,181,246,178,263,221,-168,359,203,-172
681,682,32,28,44,156,97,86,243,121,180,246,178,263,222,-169,358,203,-174
682,683,32,28,43,154,97,86,242,120,180,246,178,262,222,-169,357,203,-174
